Scenario_Full_ID,M_Opt,Max_Value,Error_Rate,Error_Type,Pos_Errors,Neg_Errors,Seeded_Population_Rate,Config_ID,Avg_Time_Sec,Avg_Generations,Avg_Found_M,Avg_Distance_From_Opt
M10_Max1000_Err5%_pos_Seed2%_CfgB,10,1000,0.05,pos,2,0,0.02,B,0.0968,25,12,2
M10_Max1000_Err5%_pos_Seed5%_CfgA,10,1000,0.05,pos,2,0,0.05,A,0.0562,25,12,2
M10_Max1000_Err5%_pos_Seed2%_CfgC,10,1000,0.05,pos,2,0,0.02,C,0.2689,25,12,2
M10_Max1000_Err5%_pos_Seed5%_CfgB,10,1000,0.05,pos,2,0,0.05,B,0.0983,25,12,2
M10_Max1000_Err5%_neg_Seed0%_CfgA,10,1000,0.05,neg,0,2,0.0,A,0.0502,26.8,10.4,0.4
M10_Max1000_Err5%_pos_Seed5%_CfgC,10,1000,0.05,pos,2,0,0.05,C,0.275,25,12,2
M10_Max1000_Err5%_neg_Seed0%_CfgB,10,1000,0.05,neg,0,2,0.0,B,0.0634,25.1,10,0
M10_Max1000_Err5%_neg_Seed0%_CfgC,10,1000,0.05,neg,0,2,0.0,C,0.1829,25.1,10,0
M10_Max1000_Err5%_neg_Seed2%_CfgA,10,1000,0.05,neg,0,2,0.02,A,0.0366,25.3,10,0
M10_Max1000_Err5%_neg_Seed2%_CfgB,10,1000,0.05,neg,0,2,0.02,B,0.068,25.1,10,0
M10_Max1000_Err5%_neg_Seed2%_CfgC,10,1000,0.05,neg,0,2,0.02,C,0.1699,25,10,0
M10_Max1000_Err5%_neg_Seed5%_CfgA,10,1000,0.05,neg,0,2,0.05,A,0.0453,26.3,10.5,0.5
M10_Max1000_Err5%_neg_Seed5%_CfgB,10,1000,0.05,neg,0,2,0.05,B,0.0596,25,10,0
M10_Max1000_Err5%_both_Seed0%_CfgA,10,1000,0.05,both,2,2,0.0,A,0.0617,25.6,12.5,2.5
M10_Max1000_Err5%_neg_Seed5%_CfgC,10,1000,0.05,neg,0,2,0.05,C,0.2085,25,10.6,0.6
M10_Max1000_Err5%_both_Seed0%_CfgB,10,1000,0.05,both,2,2,0.0,B,0.1157,25.7,12.3,2.3
M10_Max1000_Err5%_both_Seed2%_CfgA,10,1000,0.05,both,2,2,0.02,A,0.0623,25.4,11.8,1.8
M10_Max1000_Err5%_both_Seed0%_CfgC,10,1000,0.05,both,2,2,0.0,C,0.2792,25.2,12.1,2.1
M10_Max1000_Err5%_both_Seed2%_CfgB,10,1000,0.05,both,2,2,0.02,B,0.0981,25,12,2
M10_Max1000_Err5%_both_Seed2%_CfgC,10,1000,0.05,both,2,2,0.02,C,0.2716,25.1,11.9,1.9
M10_Max1000_Err5%_both_Seed5%_CfgA,10,1000,0.05,both,2,2,0.05,A,0.0629,25.5,12,2
M10_Max1000_Err5%_both_Seed5%_CfgB,10,1000,0.05,both,2,2,0.05,B,0.1113,25.3,12.7,2.7
M10_Max1000_Err5%_both_Seed5%_CfgC,10,1000,0.05,both,2,2,0.05,C,0.2669,25.2,12,2
M20_Max250_Clean_Seed0%_CfgA,20,250,0.0,none,0,0,0.0,A,1.0642,43.9,21.9,1.9
M20_Max250_Clean_Seed0%_CfgB,20,250,0.0,none,0,0,0.0,B,1.5399,37.1,21.4,1.4
M20_Max250_Clean_Seed2%_CfgA,20,250,0.0,none,0,0,0.02,A,0.4686,27.5,20,0
M20_Max250_Clean_Seed0%_CfgC,20,250,0.0,none,0,0,0.0,C,3.682,34.6,20,0
M20_Max250_Clean_Seed2%_CfgB,20,250,0.0,none,0,0,0.02,B,1.0556,30.2,20,0
M20_Max250_Clean_Seed2%_CfgC,20,250,0.0,none,0,0,0.02,C,2.3623,25,20,0
M20_Max250_Clean_Seed5%_CfgB,20,250,0.0,none,0,0,0.05,B,0.7602,25.8,20,0
M20_Max250_Clean_Seed5%_CfgA,20,250,0.0,none,0,0,0.05,A,0.7339,34.2,21.5,1.5
M20_Max250_Clean_Seed5%_CfgC,20,250,0.0,none,0,0,0.05,C,2.3502,25.4,20,0
M20_Max250_Err2%_pos_Seed0%_CfgA,20,250,0.02,pos,4,0,0.0,A,1.2392,44.9,25.2,5.2
M20_Max250_Err2%_pos_Seed0%_CfgB,20,250,0.02,pos,4,0,0.0,B,1.6439,37.6,23.6,3.6
M20_Max250_Err2%_pos_Seed2%_CfgA,20,250,0.02,pos,4,0,0.02,A,1.1298,48.9,23.2,3.2
M20_Max250_Err2%_pos_Seed2%_CfgB,20,250,0.02,pos,4,0,0.02,B,1.3849,33.4,22.7,2.7
M20_Max250_Err2%_pos_Seed0%_CfgC,20,250,0.02,pos,4,0,0.0,C,6.2144,44.3,23.5,3.5
M20_Max250_Err2%_pos_Seed5%_CfgA,20,250,0.02,pos,4,0,0.05,A,0.8686,39.1,22.4,2.4
M20_Max250_Err2%_pos_Seed2%_CfgC,20,250,0.02,pos,4,0,0.02,C,4.2939,36.4,22.3,2.3
M20_Max250_Err2%_pos_Seed5%_CfgB,20,250,0.02,pos,4,0,0.05,B,1.594,34,23.7,3.7
M20_Max250_Err2%_neg_Seed0%_CfgA,20,250,0.02,neg,0,4,0.0,A,1.2099,51.7,21.7,1.7
M20_Max250_Err2%_neg_Seed0%_CfgB,20,250,0.02,neg,0,4,0.0,B,1.5001,36,20.7,0.7
M20_Max250_Err2%_pos_Seed5%_CfgC,20,250,0.02,pos,4,0,0.05,C,3.8277,32.2,22.9,2.9
M20_Max250_Err2%_neg_Seed2%_CfgA,20,250,0.02,neg,0,4,0.02,A,0.6324,33.3,20,0
M20_Max250_Err2%_neg_Seed0%_CfgC,20,250,0.02,neg,0,4,0.0,C,4.0659,36,20,0
M20_Max250_Err2%_neg_Seed2%_CfgB,20,250,0.02,neg,0,4,0.02,B,1.0742,29.6,20.8,0.8
M20_Max250_Err2%_neg_Seed5%_CfgA,20,250,0.02,neg,0,4,0.05,A,0.6775,33.4,21.3,1.3
M20_Max250_Err2%_neg_Seed5%_CfgB,20,250,0.02,neg,0,4,0.05,B,0.8828,28.4,20,0
M20_Max250_Err2%_neg_Seed2%_CfgC,20,250,0.02,neg,0,4,0.02,C,2.8859,28.6,20.8,0.8
M20_Max250_Err2%_neg_Seed5%_CfgC,20,250,0.02,neg,0,4,0.05,C,2.5169,27.5,20,0
M20_Max250_Err2%_both_Seed0%_CfgA,20,250,0.02,both,4,4,0.0,A,1.2892,51.2,23.7,3.7
M20_Max250_Err2%_both_Seed0%_CfgB,20,250,0.02,both,4,4,0.0,B,1.6409,38.9,23,3
M20_Max250_Err2%_both_Seed2%_CfgA,20,250,0.02,both,4,4,0.02,A,0.9239,37.8,23.6,3.6
M20_Max250_Err2%_both_Seed2%_CfgB,20,250,0.02,both,4,4,0.02,B,1.8037,39.6,23.7,3.7
M20_Max250_Err2%_both_Seed0%_CfgC,20,250,0.02,both,4,4,0.0,C,5.3679,43.7,22.2,2.2
M20_Max250_Err2%_both_Seed5%_CfgA,20,250,0.02,both,4,4,0.05,A,0.8138,37.4,22.9,2.9
M20_Max250_Err2%_both_Seed2%_CfgC,20,250,0.02,both,4,4,0.02,C,3.3637,30.1,22.1,2.1
M20_Max250_Err2%_both_Seed5%_CfgB,20,250,0.02,both,4,4,0.05,B,1.2802,32.8,22.3,2.3
M20_Max250_Err5%_pos_Seed0%_CfgA,20,250,0.05,pos,10,0,0.0,A,1.517,48.4,27.5,7.5
M20_Max250_Err2%_both_Seed5%_CfgC,20,250,0.02,both,4,4,0.05,C,4.0847,33.1,23.3,3.3
M20_Max250_Err5%_pos_Seed0%_CfgB,20,250,0.05,pos,10,0,0.0,B,2.4067,41.2,26.3,6.3
M20_Max250_Err5%_pos_Seed2%_CfgA,20,250,0.05,pos,10,0,0.02,A,1.4514,44,28.1,8.1
M20_Max250_Err5%_pos_Seed2%_CfgB,20,250,0.05,pos,10,0,0.02,B,2.1962,38.9,26.2,6.2
M20_Max250_Err5%_pos_Seed0%_CfgC,20,250,0.05,pos,10,0,0.0,C,6.3303,41.5,26.1,6.1
M20_Max250_Err5%_pos_Seed5%_CfgA,20,250,0.05,pos,10,0,0.05,A,1.1904,43.3,24.7,4.7
M20_Max250_Err5%_pos_Seed5%_CfgB,20,250,0.05,pos,10,0,0.05,B,1.9446,39.2,25.4,5.4
M20_Max250_Err5%_pos_Seed2%_CfgC,20,250,0.05,pos,10,0,0.02,C,6.2318,41.3,25.7,5.7
M20_Max250_Err5%_neg_Seed0%_CfgA,20,250,0.05,neg,0,10,0.0,A,1.1781,47.5,22.8,2.8
M20_Max250_Err5%_neg_Seed0%_CfgB,20,250,0.05,neg,0,10,0.0,B,1.5772,39.9,20.8,0.8
M20_Max250_Err5%_pos_Seed5%_CfgC,20,250,0.05,pos,10,0,0.05,C,4.8761,34.4,25.6,5.6
M20_Max250_Err5%_neg_Seed2%_CfgA,20,250,0.05,neg,0,10,0.02,A,0.9506,37.9,22.8,2.8
M20_Max250_Err5%_neg_Seed0%_CfgC,20,250,0.05,neg,0,10,0.0,C,3.6143,33.3,20,0
M20_Max250_Err5%_neg_Seed2%_CfgB,20,250,0.05,neg,0,10,0.02,B,1.427,34,22,2
M20_Max250_Err5%_neg_Seed5%_CfgA,20,250,0.05,neg,0,10,0.05,A,0.6647,33.2,20.9,0.9
M20_Max250_Err5%_neg_Seed5%_CfgB,20,250,0.05,neg,0,10,0.05,B,0.9835,29.5,20,0
M20_Max250_Err5%_neg_Seed2%_CfgC,20,250,0.05,neg,0,10,0.02,C,4.1928,35.6,22.3,2.3
M20_Max250_Err5%_neg_Seed5%_CfgC,20,250,0.05,neg,0,10,0.05,C,2.3589,26.9,20,0
M20_Max250_Err5%_both_Seed0%_CfgA,20,250,0.05,both,10,10,0.0,A,1.5249,52,25.8,5.8
M20_Max250_Err5%_both_Seed0%_CfgB,20,250,0.05,both,10,10,0.0,B,2.4717,43.4,26.4,6.4
M20_Max250_Err5%_both_Seed2%_CfgA,20,250,0.05,both,10,10,0.02,A,1.5207,44.3,28.3,8.3
M20_Max250_Err5%_both_Seed0%_CfgC,20,250,0.05,both,10,10,0.0,C,7.093,48.3,26.3,6.3
M20_Max250_Err5%_both_Seed2%_CfgB,20,250,0.05,both,10,10,0.02,B,2.4424,41.8,26.7,6.7
M20_Max250_Err5%_both_Seed5%_CfgA,20,250,0.05,both,10,10,0.05,A,1.5304,45.8,27.4,7.4
M20_Max250_Err5%_both_Seed5%_CfgB,20,250,0.05,both,10,10,0.05,B,2.0789,40.5,25.2,5.2
M20_Max250_Err5%_both_Seed2%_CfgC,20,250,0.05,both,10,10,0.02,C,5.6922,41.6,24.7,4.7
M20_Max500_Clean_Seed0%_CfgA,20,500,0.0,none,0,0,0.0,A,1.1176,34.3,20,0
M20_Max500_Clean_Seed0%_CfgB,20,500,0.0,none,0,0,0.0,B,1.6786,30.4,20,0
M20_Max250_Err5%_both_Seed5%_CfgC,20,250,0.05,both,10,10,0.05,C,6.2816,42.7,25.2,5.2
M20_Max500_Clean_Seed2%_CfgA,20,500,0.0,none,0,0,0.02,A,0.6392,26.3,20,0
M20_Max500_Clean_Seed2%_CfgB,20,500,0.0,none,0,0,0.02,B,1.2901,26.5,20,0
M20_Max500_Clean_Seed0%_CfgC,20,500,0.0,none,0,0,0.0,C,5.38,30.5,20,0
M20_Max500_Clean_Seed5%_CfgA,20,500,0.0,none,0,0,0.05,A,0.5811,25,20,0
M20_Max500_Clean_Seed2%_CfgC,20,500,0.0,none,0,0,0.02,C,3.3728,25,20,0
M20_Max500_Clean_Seed5%_CfgB,20,500,0.0,none,0,0,0.05,B,1.0707,25,20,0
M20_Max500_Clean_Seed5%_CfgC,20,500,0.0,none,0,0,0.05,C,3.532,25,20,0
M20_Max500_Err2%_pos_Seed0%_CfgA,20,500,0.02,pos,4,0,0.0,A,1.4346,39,22.9,2.9
M20_Max500_Err2%_pos_Seed0%_CfgB,20,500,0.02,pos,4,0,0.0,B,2.1456,33.3,22.9,2.9
M20_Max500_Err2%_pos_Seed2%_CfgA,20,500,0.02,pos,4,0,0.02,A,1.0944,32.4,22.9,2.9
M20_Max500_Err2%_pos_Seed2%_CfgB,20,500,0.02,pos,4,0,0.02,B,1.9536,33.6,22.8,2.8
M20_Max500_Err2%_pos_Seed0%_CfgC,20,500,0.02,pos,4,0,0.0,C,6.9746,33.8,22.7,2.7
M20_Max500_Err2%_pos_Seed5%_CfgA,20,500,0.02,pos,4,0,0.05,A,0.9665,30.1,22.9,2.9
M20_Max500_Err2%_pos_Seed2%_CfgC,20,500,0.02,pos,4,0,0.02,C,5.3098,28.7,22.6,2.6
M20_Max500_Err2%_pos_Seed5%_CfgB,20,500,0.02,pos,4,0,0.05,B,1.7861,30.2,23.1,3.1
M20_Max500_Err2%_neg_Seed0%_CfgA,20,500,0.02,neg,0,4,0.0,A,1.0657,34.9,20,0
M20_Max500_Err2%_pos_Seed5%_CfgC,20,500,0.02,pos,4,0,0.05,C,4.5924,27,22.7,2.7
M20_Max500_Err2%_neg_Seed0%_CfgB,20,500,0.02,neg,0,4,0.0,B,1.635,30.9,20,0
M20_Max500_Err2%_neg_Seed2%_CfgA,20,500,0.02,neg,0,4,0.02,A,0.7825,29.8,20,0
M20_Max500_Err2%_neg_Seed0%_CfgC,20,500,0.02,neg,0,4,0.0,C,4.8734,31,20,0
M20_Max500_Err2%_neg_Seed2%_CfgB,20,500,0.02,neg,0,4,0.02,B,1.2239,27,20,0
M20_Max500_Err2%_neg_Seed5%_CfgA,20,500,0.02,neg,0,4,0.05,A,0.7926,29.3,20,0
M20_Max500_Err2%_neg_Seed2%_CfgC,20,500,0.02,neg,0,4,0.02,C,3.5065,25.8,20,0
M20_Max500_Err2%_neg_Seed5%_CfgB,20,500,0.02,neg,0,4,0.05,B,1.1089,26.2,20,0
M20_Max500_Err2%_neg_Seed5%_CfgC,20,500,0.02,neg,0,4,0.05,C,3.9017,26,20,0
M20_Max500_Err2%_both_Seed0%_CfgA,20,500,0.02,both,4,4,0.0,A,1.9156,44.2,24.6,4.6
M20_Max500_Err2%_both_Seed0%_CfgB,20,500,0.02,both,4,4,0.0,B,2.2275,34.9,22.9,2.9
M20_Max500_Err2%_both_Seed2%_CfgA,20,500,0.02,both,4,4,0.02,A,1.371,37.4,23.3,3.3
M20_Max500_Err2%_both_Seed2%_CfgB,20,500,0.02,both,4,4,0.02,B,1.9705,33.7,22.8,2.8
M20_Max500_Err2%_both_Seed5%_CfgA,20,500,0.02,both,4,4,0.05,A,1.0276,33.4,23,3
M20_Max500_Err2%_both_Seed5%_CfgB,20,500,0.02,both,4,4,0.05,B,1.8523,31.7,22.7,2.7
M20_Max500_Err2%_both_Seed2%_CfgC,20,500,0.02,both,4,4,0.02,C,5.9398,31.4,22.8,2.8
M20_Max500_Err2%_both_Seed0%_CfgC,20,500,0.02,both,4,4,0.0,C,7.8953,36.3,23.3,3.3
M20_Max500_Err2%_both_Seed5%_CfgC,20,500,0.02,both,4,4,0.05,C,6.0414,31.9,22.7,2.7
M20_Max500_Err5%_pos_Seed0%_CfgA,20,500,0.05,pos,10,0,0.0,A,2.3105,48.2,26.8,6.8
M20_Max500_Err5%_pos_Seed0%_CfgB,20,500,0.05,pos,10,0,0.0,B,2.7948,36.4,24.7,4.7
M20_Max500_Err5%_pos_Seed2%_CfgA,20,500,0.05,pos,10,0,0.02,A,1.4932,38.6,25.1,5.1
M20_Max500_Err5%_pos_Seed0%_CfgC,20,500,0.05,pos,10,0,0.0,C,8.6575,38.5,25,5
M20_Max500_Err5%_pos_Seed2%_CfgB,20,500,0.05,pos,10,0,0.02,B,3.3996,38.8,26.4,6.4
M20_Max500_Err5%_pos_Seed5%_CfgA,20,500,0.05,pos,10,0,0.05,A,1.7281,42.4,26.4,6.4
M20_Max500_Err5%_pos_Seed2%_CfgC,20,500,0.05,pos,10,0,0.02,C,8.1306,37,25.2,5.2
M20_Max500_Err5%_pos_Seed5%_CfgB,20,500,0.05,pos,10,0,0.05,B,2.4261,34.4,25.3,5.3
M20_Max500_Err5%_neg_Seed0%_CfgA,20,500,0.05,neg,0,10,0.0,A,1.0936,35.7,20,0
M20_Max500_Err5%_pos_Seed5%_CfgC,20,500,0.05,pos,10,0,0.05,C,6.8062,32.5,25.1,5.1
M20_Max500_Err5%_neg_Seed0%_CfgB,20,500,0.05,neg,0,10,0.0,B,2.0284,35.7,20.5,0.5
M20_Max500_Err5%_neg_Seed2%_CfgA,20,500,0.05,neg,0,10,0.02,A,0.9819,32.6,20,0
M20_Max500_Err5%_neg_Seed0%_CfgC,20,500,0.05,neg,0,10,0.0,C,5.7359,31.7,20,0
M20_Max500_Err5%_neg_Seed2%_CfgB,20,500,0.05,neg,0,10,0.02,B,1.4786,29.5,20.6,0.6
M20_Max500_Err5%_neg_Seed5%_CfgA,20,500,0.05,neg,0,10,0.05,A,1.0252,33.2,21.8,1.8
M20_Max500_Err5%_neg_Seed5%_CfgB,20,500,0.05,neg,0,10,0.05,B,1.4467,28.8,20.4,0.4
M20_Max500_Err5%_neg_Seed2%_CfgC,20,500,0.05,neg,0,10,0.02,C,5.5212,30.9,21.7,1.7
M20_Max500_Err5%_neg_Seed5%_CfgC,20,500,0.05,neg,0,10,0.05,C,3.8867,27,20.5,0.5
M20_Max500_Err5%_both_Seed0%_CfgA,20,500,0.05,both,10,10,0.0,A,2.8677,51.2,29.4,9.4
M20_Max500_Err5%_both_Seed0%_CfgB,20,500,0.05,both,10,10,0.0,B,3.3524,41,26.6,6.6
M20_Max500_Err5%_both_Seed2%_CfgA,20,500,0.05,both,10,10,0.02,A,2.2192,47.4,27.2,7.2
M20_Max500_Err5%_both_Seed0%_CfgC,20,500,0.05,both,10,10,0.0,C,8.2115,37.1,25.2,5.2
M20_Max500_Err5%_both_Seed2%_CfgB,20,500,0.05,both,10,10,0.02,B,3.5097,40.6,26.4,6.4
M20_Max500_Err5%_both_Seed5%_CfgA,20,500,0.05,both,10,10,0.05,A,2.1456,43.1,27.8,7.8
M20_Max500_Err5%_both_Seed2%_CfgC,20,500,0.05,both,10,10,0.02,C,7.0243,32.4,25.1,5.1
M20_Max500_Err5%_both_Seed5%_CfgB,20,500,0.05,both,10,10,0.05,B,2.8741,40,25.3,5.3
M20_Max750_Clean_Seed0%_CfgA,20,750,0.0,none,0,0,0.0,A,1.2285,33.1,20,0
M20_Max750_Clean_Seed0%_CfgB,20,750,0.0,none,0,0,0.0,B,2.2359,30.3,20,0
M20_Max500_Err5%_both_Seed5%_CfgC,20,500,0.05,both,10,10,0.05,C,8.9165,36.9,26.7,6.7
M20_Max750_Clean_Seed2%_CfgA,20,750,0.0,none,0,0,0.02,A,0.7408,25,20,0
M20_Max750_Clean_Seed0%_CfgC,20,750,0.0,none,0,0,0.0,C,5.5974,28.8,20,0
M20_Max750_Clean_Seed2%_CfgB,20,750,0.0,none,0,0,0.02,B,1.3592,25,20,0
M20_Max750_Clean_Seed5%_CfgA,20,750,0.0,none,0,0,0.05,A,0.7354,25,20,0
M20_Max750_Clean_Seed2%_CfgC,20,750,0.0,none,0,0,0.02,C,4.3614,25,20,0
M20_Max750_Clean_Seed5%_CfgB,20,750,0.0,none,0,0,0.05,B,1.2761,25,20,0
M20_Max750_Err2%_pos_Seed0%_CfgA,20,750,0.02,pos,4,0,0.0,A,2.0609,40.1,23.4,3.4
M20_Max750_Clean_Seed5%_CfgC,20,750,0.0,none,0,0,0.05,C,5.1015,25,20,0
M20_Max750_Err2%_pos_Seed0%_CfgB,20,750,0.02,pos,4,0,0.0,B,2.3247,30.7,23.2,3.2
M20_Max750_Err2%_pos_Seed2%_CfgA,20,750,0.02,pos,4,0,0.02,A,1.0789,28,23.1,3.1
M20_Max750_Err2%_pos_Seed2%_CfgB,20,750,0.02,pos,4,0,0.02,B,1.9943,29.8,23.1,3.1
M20_Max750_Err2%_pos_Seed0%_CfgC,20,750,0.02,pos,4,0,0.0,C,7.4784,29.7,23.4,3.4
M20_Max750_Err2%_pos_Seed5%_CfgA,20,750,0.02,pos,4,0,0.05,A,1.3487,30.4,23.9,3.9
M20_Max750_Err2%_pos_Seed2%_CfgC,20,750,0.02,pos,4,0,0.02,C,6.4841,27.6,23.1,3.1
M20_Max750_Err2%_pos_Seed5%_CfgB,20,750,0.02,pos,4,0,0.05,B,1.7741,28.3,22.6,2.6
M20_Max750_Err2%_neg_Seed0%_CfgA,20,750,0.02,neg,0,4,0.0,A,1.2174,33.8,20,0
M20_Max750_Err2%_pos_Seed5%_CfgC,20,750,0.02,pos,4,0,0.05,C,5.5846,27.1,22.8,2.8
M20_Max750_Err2%_neg_Seed0%_CfgB,20,750,0.02,neg,0,4,0.0,B,1.9353,30.3,20,0
M20_Max750_Err2%_neg_Seed2%_CfgA,20,750,0.02,neg,0,4,0.02,A,1.0699,30.5,20,0
M20_Max750_Err2%_neg_Seed0%_CfgC,20,750,0.02,neg,0,4,0.0,C,5.5954,28.6,20,0
M20_Max750_Err2%_neg_Seed2%_CfgB,20,750,0.02,neg,0,4,0.02,B,1.7199,28.2,20.5,0.5
M20_Max750_Err2%_neg_Seed5%_CfgA,20,750,0.02,neg,0,4,0.05,A,0.8403,27.1,20,0
M20_Max750_Err2%_neg_Seed2%_CfgC,20,750,0.02,neg,0,4,0.02,C,4.3725,25.6,20,0
M20_Max750_Err2%_neg_Seed5%_CfgB,20,750,0.02,neg,0,4,0.05,B,1.203,25.3,20,0
M20_Max750_Err2%_neg_Seed5%_CfgC,20,750,0.02,neg,0,4,0.05,C,4.6828,26.5,20,0
M20_Max750_Err2%_both_Seed0%_CfgA,20,750,0.02,both,4,4,0.0,A,1.8488,39.5,23.8,3.8
M20_Max750_Err2%_both_Seed0%_CfgB,20,750,0.02,both,4,4,0.0,B,2.3605,30.8,22.8,2.8
M20_Max750_Err2%_both_Seed2%_CfgA,20,750,0.02,both,4,4,0.02,A,1.1178,30.3,22.9,2.9
M20_Max750_Err2%_both_Seed2%_CfgB,20,750,0.02,both,4,4,0.02,B,1.8217,27.1,23.2,3.2
M20_Max750_Err2%_both_Seed0%_CfgC,20,750,0.02,both,4,4,0.0,C,7.7916,32.5,23.3,3.3
M20_Max750_Err2%_both_Seed5%_CfgA,20,750,0.02,both,4,4,0.05,A,1.0497,29.8,23.2,3.2
M20_Max750_Err2%_both_Seed2%_CfgC,20,750,0.02,both,4,4,0.02,C,6.3952,28.8,23.2,3.2
M20_Max750_Err2%_both_Seed5%_CfgB,20,750,0.02,both,4,4,0.05,B,1.7809,27.7,23.1,3.1
M20_Max750_Err2%_both_Seed5%_CfgC,20,750,0.02,both,4,4,0.05,C,5.48,27.2,23.1,3.1
M20_Max750_Err5%_pos_Seed0%_CfgA,20,750,0.05,pos,10,0,0.0,A,2.4188,46.6,27.2,7.2
M20_Max750_Err5%_pos_Seed0%_CfgB,20,750,0.05,pos,10,0,0.0,B,3.5213,37,26.4,6.4
M20_Max750_Err5%_pos_Seed2%_CfgA,20,750,0.05,pos,10,0,0.02,A,2.0011,39.1,25.5,5.5
M20_Max750_Err5%_pos_Seed0%_CfgC,20,750,0.05,pos,10,0,0.0,C,10.791,37.8,25.8,5.8
M20_Max750_Err5%_pos_Seed2%_CfgB,20,750,0.05,pos,10,0,0.02,B,2.9994,34.8,25.6,5.6
M20_Max750_Err5%_pos_Seed5%_CfgA,20,750,0.05,pos,10,0,0.05,A,1.5849,35.7,26.1,6.1
M20_Max750_Err5%_pos_Seed2%_CfgC,20,750,0.05,pos,10,0,0.02,C,8.4544,32.4,26,6
M20_Max750_Err5%_pos_Seed5%_CfgB,20,750,0.05,pos,10,0,0.05,B,2.7985,34.2,25.8,5.8
M20_Max750_Err5%_neg_Seed0%_CfgA,20,750,0.05,neg,0,10,0.0,A,1.16,33.2,20.8,0.8
M20_Max750_Err5%_neg_Seed0%_CfgB,20,750,0.05,neg,0,10,0.0,B,2.019,31.1,20,0
M20_Max750_Err5%_pos_Seed5%_CfgC,20,750,0.05,pos,10,0,0.05,C,8.6612,33.6,25.7,5.7
M20_Max750_Err5%_neg_Seed2%_CfgA,20,750,0.05,neg,0,10,0.02,A,0.961,28.1,21.2,1.2
M20_Max750_Err5%_neg_Seed0%_CfgC,20,750,0.05,neg,0,10,0.0,C,5.7391,29.1,20,0
M20_Max750_Err5%_neg_Seed2%_CfgB,20,750,0.05,neg,0,10,0.02,B,1.6567,28.6,20.4,0.4
M20_Max750_Err5%_neg_Seed5%_CfgA,20,750,0.05,neg,0,10,0.05,A,0.8053,28,20,0
M20_Max750_Err5%_neg_Seed5%_CfgB,20,750,0.05,neg,0,10,0.05,B,1.6348,28.8,21.1,1.1
M20_Max750_Err5%_neg_Seed2%_CfgC,20,750,0.05,neg,0,10,0.02,C,4.7823,27.9,20.5,0.5
M20_Max750_Err5%_neg_Seed5%_CfgC,20,750,0.05,neg,0,10,0.05,C,5.0885,27.1,20.6,0.6
M20_Max750_Err5%_both_Seed0%_CfgA,20,750,0.05,both,10,10,0.0,A,2.3106,43.7,27,7
M20_Max750_Err5%_both_Seed0%_CfgB,20,750,0.05,both,10,10,0.0,B,3.4337,37.5,26.2,6.2
M20_Max750_Err5%_both_Seed2%_CfgA,20,750,0.05,both,10,10,0.02,A,2.2932,43.6,27.8,7.8
M20_Max750_Err5%_both_Seed0%_CfgC,20,750,0.05,both,10,10,0.0,C,10.9092,36.8,26.7,6.7
M20_Max750_Err5%_both_Seed2%_CfgB,20,750,0.05,both,10,10,0.02,B,3.0736,39.7,25.6,5.6
M20_Max750_Err5%_both_Seed5%_CfgA,20,750,0.05,both,10,10,0.05,A,2.1218,44.3,27.2,7.2
M20_Max750_Err5%_both_Seed5%_CfgB,20,750,0.05,both,10,10,0.05,B,3.3558,36.3,27,7
M20_Max750_Err5%_both_Seed2%_CfgC,20,750,0.05,both,10,10,0.02,C,10.2652,37.5,26.4,6.4
M20_Max1000_Clean_Seed0%_CfgA,20,1000,0.0,none,0,0,0.0,A,1.0903,30.3,20,0
M20_Max1000_Clean_Seed0%_CfgB,20,1000,0.0,none,0,0,0.0,B,1.7921,28.6,20,0
M20_Max1000_Clean_Seed2%_CfgA,20,1000,0.0,none,0,0,0.02,A,0.8457,25.5,20,0
M20_Max1000_Clean_Seed2%_CfgB,20,1000,0.0,none,0,0,0.02,B,1.4599,25,20,0
M20_Max1000_Clean_Seed0%_CfgC,20,1000,0.0,none,0,0,0.0,C,5.9687,28.1,20,0
M20_Max1000_Clean_Seed2%_CfgC,20,1000,0.0,none,0,0,0.02,C,5.067,25,20,0
M20_Max1000_Clean_Seed5%_CfgA,20,1000,0.0,none,0,0,0.05,A,0.8053,25.6,20,0
M20_Max1000_Clean_Seed5%_CfgB,20,1000,0.0,none,0,0,0.05,B,1.277,25,20,0
M20_Max1000_Clean_Seed5%_CfgC,20,1000,0.0,none,0,0,0.05,C,4.7614,25,20,0
M20_Max1000_Err2%_pos_Seed0%_CfgA,20,1000,0.02,pos,4,0,0.0,A,1.6285,34.5,23.2,3.2
M20_Max1000_Err2%_pos_Seed0%_CfgB,20,1000,0.02,pos,4,0,0.0,B,2.5239,30.5,22.8,2.8
M20_Max750_Err5%_both_Seed5%_CfgC,20,750,0.05,both,10,10,0.05,C,13.4989,43.4,27.1,7.1
M20_Max1000_Err2%_pos_Seed2%_CfgA,20,1000,0.02,pos,4,0,0.02,A,1.1959,29.6,23.3,3.3
M20_Max1000_Err2%_pos_Seed0%_CfgC,20,1000,0.02,pos,4,0,0.0,C,7.4436,28.9,23.3,3.3
M20_Max1000_Err2%_pos_Seed2%_CfgB,20,1000,0.02,pos,4,0,0.02,B,1.977,27,23.5,3.5
M20_Max1000_Err2%_pos_Seed5%_CfgA,20,1000,0.02,pos,4,0,0.05,A,1.159,27.7,23.1,3.1
