Scenario_Full_ID,M_Opt,Max_Value,Error_Rate,Error_Type,Pos_Errors,Neg_Errors,Seeded_Population_Rate,Config_ID,Avg_Time_Sec,Avg_Generations,Avg_Found_M,Avg_Distance_From_Opt
M20_Max1000_Err2%_pos_Seed2%_CfgC,20,1000,0.02,pos,4,0,0.02,C,6.4801,26.9,23.1,3.1
M20_Max1000_Err2%_pos_Seed5%_CfgB,20,1000,0.02,pos,4,0,0.05,B,2.0193,27.2,23.3,3.3
M20_Max1000_Err2%_neg_Seed0%_CfgA,20,1000,0.02,neg,0,4,0.0,A,1.1137,30.9,20,0
M20_Max1000_Err2%_pos_Seed5%_CfgC,20,1000,0.02,pos,4,0,0.05,C,6.0443,25.9,23.2,3.2
M20_Max1000_Err2%_neg_Seed0%_CfgB,20,1000,0.02,neg,0,4,0.0,B,1.9667,28.8,20,0
M20_Max1000_Err2%_neg_Seed2%_CfgA,20,1000,0.02,neg,0,4,0.02,A,0.9999,27.4,20.8,0.8
M20_Max1000_Err2%_neg_Seed0%_CfgC,20,1000,0.02,neg,0,4,0.0,C,5.9565,28.2,20,0
M20_Max1000_Err2%_neg_Seed2%_CfgB,20,1000,0.02,neg,0,4,0.02,B,1.7882,27,20,0
M20_Max1000_Err2%_neg_Seed5%_CfgA,20,1000,0.02,neg,0,4,0.05,A,0.8777,26.4,20,0
M20_Max1000_Err2%_neg_Seed5%_CfgB,20,1000,0.02,neg,0,4,0.05,B,1.463,25.4,20,0
M20_Max1000_Err2%_neg_Seed2%_CfgC,20,1000,0.02,neg,0,4,0.02,C,5.0732,25.3,20,0
M20_Max1000_Err2%_both_Seed0%_CfgA,20,1000,0.02,both,4,4,0.0,A,1.9661,38,23.6,3.6
M20_Max1000_Err2%_neg_Seed5%_CfgC,20,1000,0.02,neg,0,4,0.05,C,4.7404,25.4,20,0
M20_Max1000_Err2%_both_Seed0%_CfgB,20,1000,0.02,both,4,4,0.0,B,2.4767,30.8,23.1,3.1
M20_Max1000_Err2%_both_Seed2%_CfgA,20,1000,0.02,both,4,4,0.02,A,1.3067,31.9,22.9,2.9
M20_Max1000_Err2%_both_Seed0%_CfgC,20,1000,0.02,both,4,4,0.0,C,8.0716,29.8,23.2,3.2
M20_Max1000_Err2%_both_Seed2%_CfgB,20,1000,0.02,both,4,4,0.02,B,2.2314,27.7,23.5,3.5
M20_Max1000_Err2%_both_Seed5%_CfgA,20,1000,0.02,both,4,4,0.05,A,1.1774,29.1,23.4,3.4
M20_Max1000_Err2%_both_Seed2%_CfgC,20,1000,0.02,both,4,4,0.02,C,6.3543,27,23.3,3.3
M20_Max1000_Err2%_both_Seed5%_CfgB,20,1000,0.02,both,4,4,0.05,B,2.001,28.2,23.2,3.2
M20_Max1000_Err2%_both_Seed5%_CfgC,20,1000,0.02,both,4,4,0.05,C,6.3363,26.7,23.3,3.3
M20_Max1000_Err5%_pos_Seed0%_CfgA,20,1000,0.05,pos,10,0,0.0,A,2.2041,38.8,26.2,6.2
M20_Max1000_Err5%_pos_Seed0%_CfgB,20,1000,0.05,pos,10,0,0.0,B,3.4501,34.2,26.2,6.2
M20_Max1000_Err5%_pos_Seed2%_CfgA,20,1000,0.05,pos,10,0,0.02,A,1.8535,36.6,26.5,6.5
M20_Max1000_Err5%_pos_Seed0%_CfgC,20,1000,0.05,pos,10,0,0.0,C,10.6625,33.2,26.1,6.1
M20_Max1000_Err5%_pos_Seed2%_CfgB,20,1000,0.05,pos,10,0,0.02,B,3.0925,32.3,26.8,6.8
M20_Max1000_Err5%_pos_Seed5%_CfgA,20,1000,0.05,pos,10,0,0.05,A,1.7328,35.2,26.2,6.2
M20_Max1000_Err5%_pos_Seed2%_CfgC,20,1000,0.05,pos,10,0,0.02,C,8.7278,30.4,26.2,6.2
M20_Max1000_Err5%_pos_Seed5%_CfgB,20,1000,0.05,pos,10,0,0.05,B,2.7435,31.7,26,6
M20_Max1000_Err5%_neg_Seed0%_CfgA,20,1000,0.05,neg,0,10,0.0,A,1.3716,34.3,20.4,0.4
M20_Max1000_Err5%_pos_Seed5%_CfgC,20,1000,0.05,pos,10,0,0.05,C,9.0131,29.2,26.4,6.4
M20_Max1000_Err5%_neg_Seed0%_CfgB,20,1000,0.05,neg,0,10,0.0,B,2.2178,29.9,21.6,1.6
M20_Max1000_Err5%_neg_Seed2%_CfgA,20,1000,0.05,neg,0,10,0.02,A,1.4075,32,23.4,3.4
M20_Max1000_Err5%_neg_Seed0%_CfgC,20,1000,0.05,neg,0,10,0.0,C,6.0405,28.3,21.3,1.3
M20_Max1000_Err5%_neg_Seed2%_CfgB,20,1000,0.05,neg,0,10,0.02,B,1.8637,29.2,20,0
M20_Max1000_Err5%_neg_Seed5%_CfgA,20,1000,0.05,neg,0,10,0.05,A,0.8746,27.3,20,0
M20_Max1000_Err5%_neg_Seed2%_CfgC,20,1000,0.05,neg,0,10,0.02,C,5.1993,26.5,20,0
M20_Max1000_Err5%_neg_Seed5%_CfgB,20,1000,0.05,neg,0,10,0.05,B,1.7504,27.9,20.8,0.8
M20_Max1000_Err5%_neg_Seed5%_CfgC,20,1000,0.05,neg,0,10,0.05,C,5.1204,26.7,21.3,1.3
M20_Max1000_Err5%_both_Seed0%_CfgA,20,1000,0.05,both,10,10,0.0,A,3.0275,48.1,27.2,7.2
M20_Max1000_Err5%_both_Seed0%_CfgB,20,1000,0.05,both,10,10,0.0,B,3.8521,37.3,26.7,6.7
M20_Max1000_Err5%_both_Seed2%_CfgA,20,1000,0.05,both,10,10,0.02,A,2.0452,39.3,26.1,6.1
M20_Max1000_Err5%_both_Seed2%_CfgB,20,1000,0.05,both,10,10,0.02,B,3.4073,34.2,26,6
M20_Max1000_Err5%_both_Seed5%_CfgA,20,1000,0.05,both,10,10,0.05,A,1.5354,34,26,6
M20_Max1000_Err5%_both_Seed2%_CfgC,20,1000,0.05,both,10,10,0.02,C,9.5997,32.4,26.2,6.2
M20_Max1000_Err5%_both_Seed5%_CfgB,20,1000,0.05,both,10,10,0.05,B,4.1051,39.3,27.4,7.4
M20_Max1000_Err5%_both_Seed0%_CfgC,20,1000,0.05,both,10,10,0.0,C,13.2927,39.8,27.2,7.2
M30_Max250_Clean_Seed0%_CfgA,30,250,0.0,none,0,0,0.0,A,3.8202,47.4,40.2,10.2
M20_Max1000_Err5%_both_Seed5%_CfgC,20,1000,0.05,both,10,10,0.05,C,9.7871,32.3,27.1,7.1
M30_Max250_Clean_Seed0%_CfgB,30,250,0.0,none,0,0,0.0,B,7.5847,51.1,39.2,9.2
M30_Max250_Clean_Seed2%_CfgA,30,250,0.0,none,0,0,0.02,A,3.3257,43.2,37.3,7.3
M30_Max250_Clean_Seed0%_CfgC,30,250,0.0,none,0,0,0.0,C,16.7257,44.3,39.4,9.4
M30_Max250_Clean_Seed2%_CfgB,30,250,0.0,none,0,0,0.02,B,4.6422,37.4,33.7,3.7
M30_Max250_Clean_Seed5%_CfgA,30,250,0.0,none,0,0,0.05,A,2.0248,29.8,34.2,4.2
M30_Max250_Clean_Seed2%_CfgC,30,250,0.0,none,0,0,0.02,C,8.2318,26.2,32.3,2.3
M30_Max250_Clean_Seed5%_CfgB,30,250,0.0,none,0,0,0.05,B,2.5554,25.6,31,1
M30_Max250_Err2%_pos_Seed0%_CfgA,30,250,0.02,pos,9,0,0.0,A,3.8536,46.7,40.5,10.5
M30_Max250_Err2%_pos_Seed0%_CfgB,30,250,0.02,pos,9,0,0.0,B,7.0414,46.1,39.5,9.5
M30_Max250_Clean_Seed5%_CfgC,30,250,0.0,none,0,0,0.05,C,8.8957,29.8,30.8,0.8
M30_Max250_Err2%_pos_Seed2%_CfgA,30,250,0.02,pos,9,0,0.02,A,4.4563,51.6,41.1,11.1
M30_Max250_Err2%_pos_Seed2%_CfgB,30,250,0.02,pos,9,0,0.02,B,7.9032,53.8,38.1,8.1
M30_Max250_Err2%_pos_Seed0%_CfgC,30,250,0.02,pos,9,0,0.0,C,17.8833,43.4,41,11
M30_Max250_Err2%_pos_Seed5%_CfgA,30,250,0.02,pos,9,0,0.05,A,4.6191,51.9,40.9,10.9
M30_Max250_Err2%_pos_Seed5%_CfgB,30,250,0.02,pos,9,0,0.05,B,7.3041,46.4,37.9,7.9
M30_Max250_Err2%_pos_Seed2%_CfgC,30,250,0.02,pos,9,0,0.02,C,16.6167,41.3,40,10
M30_Max250_Err2%_neg_Seed0%_CfgA,30,250,0.02,neg,0,9,0.0,A,3.9797,46.7,40.2,10.2
M30_Max250_Err2%_pos_Seed5%_CfgC,30,250,0.02,pos,9,0,0.05,C,18.7281,45.6,39.8,9.8
M30_Max250_Err2%_neg_Seed0%_CfgB,30,250,0.02,neg,0,9,0.0,B,7.9184,57,35.4,5.4
M30_Max250_Err2%_neg_Seed2%_CfgA,30,250,0.02,neg,0,9,0.02,A,3.3598,43.6,38.5,8.5
M30_Max250_Err2%_neg_Seed2%_CfgB,30,250,0.02,neg,0,9,0.02,B,5.0231,39.7,35.4,5.4
M30_Max250_Err2%_neg_Seed0%_CfgC,30,250,0.02,neg,0,9,0.0,C,17.1513,47.4,37.1,7.1
M30_Max250_Err2%_neg_Seed5%_CfgA,30,250,0.02,neg,0,9,0.05,A,3.3193,43.3,39.3,9.3
M30_Max250_Err2%_neg_Seed2%_CfgC,30,250,0.02,neg,0,9,0.02,C,15.2175,45,33.3,3.3
M30_Max250_Err2%_neg_Seed5%_CfgB,30,250,0.02,neg,0,9,0.05,B,5.2805,42.2,33.6,3.6
M30_Max250_Err2%_both_Seed0%_CfgA,30,250,0.02,both,9,9,0.0,A,3.2405,38.2,40.9,10.9
M30_Max250_Err2%_both_Seed0%_CfgB,30,250,0.02,both,9,9,0.0,B,7.6414,49.6,39.3,9.3
M30_Max250_Err2%_neg_Seed5%_CfgC,30,250,0.02,neg,0,9,0.05,C,12.1631,34.6,36.2,6.2
M30_Max250_Err2%_both_Seed2%_CfgA,30,250,0.02,both,9,9,0.02,A,4.028,48.9,40.6,10.6
M30_Max250_Err2%_both_Seed2%_CfgB,30,250,0.02,both,9,9,0.02,B,7.9372,51.8,39.2,9.2
M30_Max250_Err2%_both_Seed0%_CfgC,30,250,0.02,both,9,9,0.0,C,18.2633,47.7,39.8,9.8
M30_Max250_Err2%_both_Seed5%_CfgA,30,250,0.02,both,9,9,0.05,A,3.6158,42,41.1,11.1
M30_Max250_Err2%_both_Seed2%_CfgC,30,250,0.02,both,9,9,0.02,C,15.1348,36.9,41.1,11.1
M30_Max250_Err2%_both_Seed5%_CfgB,30,250,0.02,both,9,9,0.05,B,8.1934,51.9,39.9,9.9
M30_Max250_Err5%_pos_Seed0%_CfgA,30,250,0.05,pos,22,0,0.0,A,3.5706,39.3,42.4,12.4
M30_Max250_Err5%_pos_Seed0%_CfgB,30,250,0.05,pos,22,0,0.0,B,7.6053,46.2,41,11
M30_Max250_Err2%_both_Seed5%_CfgC,30,250,0.02,both,9,9,0.05,C,17.6374,50.7,36.9,6.9
M30_Max250_Err5%_pos_Seed2%_CfgA,30,250,0.05,pos,22,0,0.02,A,3.6009,39.9,42.2,12.2
M30_Max250_Err5%_pos_Seed2%_CfgB,30,250,0.05,pos,22,0,0.02,B,8.2906,52.3,40.1,10.1
M30_Max250_Err5%_pos_Seed0%_CfgC,30,250,0.05,pos,22,0,0.0,C,19.3082,43.4,41.8,11.8
M30_Max250_Err5%_pos_Seed5%_CfgA,30,250,0.05,pos,22,0,0.05,A,4.4809,51.8,41.5,11.5
M30_Max250_Err5%_pos_Seed2%_CfgC,30,250,0.05,pos,22,0,0.02,C,17.6681,40.3,42.3,12.3
M30_Max250_Err5%_pos_Seed5%_CfgB,30,250,0.05,pos,22,0,0.05,B,8.7408,52.1,40.8,10.8
M30_Max250_Err5%_neg_Seed0%_CfgA,30,250,0.05,neg,0,22,0.0,A,4.3716,55.8,39.5,9.5
M30_Max250_Err5%_pos_Seed5%_CfgC,30,250,0.05,pos,22,0,0.05,C,16.591,39.5,41.6,11.6
M30_Max250_Err5%_neg_Seed0%_CfgB,30,250,0.05,neg,0,22,0.0,B,6.9215,46.8,38.7,8.7
M30_Max250_Err5%_neg_Seed2%_CfgA,30,250,0.05,neg,0,22,0.02,A,3.4948,46,39.2,9.2
M30_Max250_Err5%_neg_Seed2%_CfgB,30,250,0.05,neg,0,22,0.02,B,7.634,53.9,38,8
M30_Max250_Err5%_neg_Seed0%_CfgC,30,250,0.05,neg,0,22,0.0,C,20.1408,54.6,38.7,8.7
M30_Max250_Err5%_neg_Seed5%_CfgA,30,250,0.05,neg,0,22,0.05,A,3.0035,40.1,37.7,7.7
M30_Max250_Err5%_neg_Seed2%_CfgC,30,250,0.05,neg,0,22,0.02,C,16.2029,47.2,34.9,4.9
M30_Max250_Err5%_neg_Seed5%_CfgB,30,250,0.05,neg,0,22,0.05,B,6.5819,50.1,36.6,6.6
M30_Max250_Err5%_both_Seed0%_CfgA,30,250,0.05,both,22,22,0.0,A,3.4939,39.9,41.7,11.7
M30_Max250_Err5%_neg_Seed5%_CfgC,30,250,0.05,neg,0,22,0.05,C,14.3282,40.4,37.4,7.4
M30_Max250_Err5%_both_Seed0%_CfgB,30,250,0.05,both,22,22,0.0,B,7.3965,45.9,40.4,10.4
M30_Max250_Err5%_both_Seed2%_CfgA,30,250,0.05,both,22,22,0.02,A,3.8731,45.7,41.1,11.1
M30_Max250_Err5%_both_Seed0%_CfgC,30,250,0.05,both,22,22,0.0,C,15.8724,37.8,41.8,11.8
M30_Max250_Err5%_both_Seed2%_CfgB,30,250,0.05,both,22,22,0.02,B,7.0842,43.2,40.8,10.8
M30_Max250_Err5%_both_Seed5%_CfgA,30,250,0.05,both,22,22,0.05,A,4.1656,48.6,41.2,11.2
M30_Max250_Err5%_both_Seed2%_CfgC,30,250,0.05,both,22,22,0.02,C,18.0645,42.4,41.6,11.6
M30_Max250_Err5%_both_Seed5%_CfgB,30,250,0.05,both,22,22,0.05,B,7.0731,45,40.6,10.6
M30_Max250_Err5%_both_Seed5%_CfgC,30,250,0.05,both,22,22,0.05,C,19.795,45.1,41.7,11.7
M30_Max500_Clean_Seed0%_CfgA,30,500,0.0,none,0,0,0.0,A,8.5029,54.2,42.9,12.9
M30_Max500_Clean_Seed0%_CfgB,30,500,0.0,none,0,0,0.0,B,18.7021,63.8,38.8,8.8
M30_Max500_Clean_Seed2%_CfgA,30,500,0.0,none,0,0,0.02,A,4.6913,39.5,32,2
M30_Max500_Clean_Seed2%_CfgB,30,500,0.0,none,0,0,0.02,B,11.4591,47,33.6,3.6
M30_Max500_Clean_Seed5%_CfgA,30,500,0.0,none,0,0,0.05,A,3.0815,27.2,33.7,3.7
M30_Max500_Clean_Seed0%_CfgC,30,500,0.0,none,0,0,0.0,C,46.0787,57.1,40.3,10.3
M30_Max500_Clean_Seed2%_CfgC,30,500,0.0,none,0,0,0.02,C,13.9037,25,30,0
M30_Max500_Clean_Seed5%_CfgB,30,500,0.0,none,0,0,0.05,B,5.8417,29.2,31.7,1.7
M30_Max500_Clean_Seed5%_CfgC,30,500,0.0,none,0,0,0.05,C,13.1337,25,30,0
M30_Max500_Err2%_pos_Seed0%_CfgA,30,500,0.02,pos,9,0,0.0,A,9.8937,59.2,45.5,15.5
M30_Max500_Err2%_pos_Seed0%_CfgB,30,500,0.02,pos,9,0,0.0,B,19.1503,60.3,43.9,13.9
M30_Max500_Err2%_pos_Seed2%_CfgA,30,500,0.02,pos,9,0,0.02,A,8.0574,48.6,45.6,15.6
M30_Max500_Err2%_pos_Seed2%_CfgB,30,500,0.02,pos,9,0,0.02,B,9.9374,43.8,35.7,5.7
M30_Max500_Err2%_pos_Seed5%_CfgA,30,500,0.02,pos,9,0,0.05,A,9.4676,64,40.2,10.2
M30_Max500_Err2%_pos_Seed0%_CfgC,30,500,0.02,pos,9,0,0.0,C,39.235,42.3,48.2,18.2
M30_Max500_Err2%_pos_Seed2%_CfgC,30,500,0.02,pos,9,0,0.02,C,32.9746,44.2,39.4,9.4
M30_Max500_Err2%_pos_Seed5%_CfgB,30,500,0.02,pos,9,0,0.05,B,14.9945,61.1,37.9,7.9
M30_Max500_Err2%_neg_Seed0%_CfgA,30,500,0.02,neg,0,9,0.0,A,10.426,67.8,41.9,11.9
M30_Max500_Err2%_pos_Seed5%_CfgC,30,500,0.02,pos,9,0,0.05,C,39.0615,49.4,40.4,10.4
M30_Max500_Err2%_neg_Seed0%_CfgB,30,500,0.02,neg,0,9,0.0,B,15.5448,52.6,41.8,11.8
M30_Max500_Err2%_neg_Seed2%_CfgA,30,500,0.02,neg,0,9,0.02,A,6.6858,48,36.3,6.3
M30_Max500_Err2%_neg_Seed2%_CfgB,30,500,0.02,neg,0,9,0.02,B,7.7473,40,30,0
M30_Max500_Err2%_neg_Seed0%_CfgC,30,500,0.02,neg,0,9,0.0,C,43.7599,57.4,38.7,8.7
M30_Max500_Err2%_neg_Seed5%_CfgA,30,500,0.02,neg,0,9,0.05,A,5.5016,39.3,37.5,7.5
M30_Max500_Err2%_neg_Seed5%_CfgB,30,500,0.02,neg,0,9,0.05,B,7.9736,39.9,30,0
M30_Max500_Err2%_neg_Seed2%_CfgC,30,500,0.02,neg,0,9,0.02,C,24.9946,39.2,31.3,1.3
M30_Max500_Err2%_both_Seed0%_CfgA,30,500,0.02,both,9,9,0.0,A,7.8795,43.1,49.8,19.8
M30_Max500_Err2%_both_Seed0%_CfgB,30,500,0.02,both,9,9,0.0,B,17.1024,52.1,45.6,15.6
M30_Max500_Err2%_neg_Seed5%_CfgC,30,500,0.02,neg,0,9,0.05,C,26.9759,43.3,30,0
M30_Max500_Err2%_both_Seed2%_CfgA,30,500,0.02,both,9,9,0.02,A,10.6387,60.8,47.3,17.3
M30_Max500_Err2%_both_Seed2%_CfgB,30,500,0.02,both,9,9,0.02,B,16.077,62.8,38.1,8.1
M30_Max500_Err2%_both_Seed0%_CfgC,30,500,0.02,both,9,9,0.0,C,57.9766,68.8,42.9,12.9
M30_Max500_Err2%_both_Seed5%_CfgA,30,500,0.02,both,9,9,0.05,A,7.8955,48.3,45.1,15.1
M30_Max500_Err2%_both_Seed2%_CfgC,30,500,0.02,both,9,9,0.02,C,47.2289,62.7,38.1,8.1
M30_Max500_Err2%_both_Seed5%_CfgB,30,500,0.02,both,9,9,0.05,B,16.4198,58.9,40.2,10.2
M30_Max500_Err5%_pos_Seed0%_CfgA,30,500,0.05,pos,22,0,0.0,A,9.0805,46.1,50.3,20.3
M30_Max500_Err5%_pos_Seed0%_CfgB,30,500,0.05,pos,22,0,0.0,B,19.1816,56.1,47,17
M30_Max500_Err2%_both_Seed5%_CfgC,30,500,0.02,both,9,9,0.05,C,44.5798,51.8,45,15
M30_Max500_Err5%_pos_Seed2%_CfgA,30,500,0.05,pos,22,0,0.02,A,9.7846,51.7,49.3,19.3
M30_Max500_Err5%_pos_Seed0%_CfgC,30,500,0.05,pos,22,0,0.0,C,40.9769,39.8,50.3,20.3
M30_Max500_Err5%_pos_Seed2%_CfgB,30,500,0.05,pos,22,0,0.02,B,19.7683,64,43.9,13.9
M30_Max500_Err5%_pos_Seed5%_CfgA,30,500,0.05,pos,22,0,0.05,A,8.8785,44.7,50.2,20.2
M30_Max500_Err5%_pos_Seed5%_CfgB,30,500,0.05,pos,22,0,0.05,B,14.6626,46.3,45.5,15.5
M30_Max500_Err5%_pos_Seed2%_CfgC,30,500,0.05,pos,22,0,0.02,C,43.7714,47.9,47.1,17.1
M30_Max500_Err5%_neg_Seed0%_CfgA,30,500,0.05,neg,0,22,0.0,A,8.3703,55.4,42,12
M30_Max500_Err5%_pos_Seed5%_CfgC,30,500,0.05,pos,22,0,0.05,C,43.3143,48.7,45.1,15.1
M30_Max500_Err5%_neg_Seed0%_CfgB,30,500,0.05,neg,0,22,0.0,B,14.8081,60.3,34.9,4.9
M30_Max500_Err5%_neg_Seed2%_CfgA,30,500,0.05,neg,0,22,0.02,A,7.4523,48.2,43.6,13.6
M30_Max500_Err5%_neg_Seed2%_CfgB,30,500,0.05,neg,0,22,0.02,B,9.4599,41.4,35.5,5.5
M30_Max500_Err5%_neg_Seed0%_CfgC,30,500,0.05,neg,0,22,0.0,C,46.3617,62.5,38.7,8.7
M30_Max500_Err5%_neg_Seed5%_CfgA,30,500,0.05,neg,0,22,0.05,A,6.1086,48,33.5,3.5
M30_Max500_Err5%_neg_Seed5%_CfgB,30,500,0.05,neg,0,22,0.05,B,9.3284,41.8,33.4,3.4
M30_Max500_Err5%_both_Seed0%_CfgA,30,500,0.05,both,22,22,0.0,A,10.4304,55.4,48.5,18.5
M30_Max500_Err5%_neg_Seed5%_CfgC,30,500,0.05,neg,0,22,0.05,C,31.1986,46.3,34,4
M30_Max500_Err5%_neg_Seed2%_CfgC,30,500,0.05,neg,0,22,0.02,C,37.2688,51.6,36.7,6.7
M30_Max500_Err5%_both_Seed0%_CfgB,30,500,0.05,both,22,22,0.0,B,18.155,53,47.7,17.7
M30_Max500_Err5%_both_Seed2%_CfgA,30,500,0.05,both,22,22,0.02,A,8.1135,46.6,47.9,17.9
M30_Max500_Err5%_both_Seed0%_CfgC,30,500,0.05,both,22,22,0.0,C,41.6503,43.4,49.1,19.1
M30_Max500_Err5%_both_Seed2%_CfgB,30,500,0.05,both,22,22,0.02,B,17.0503,52.6,46.4,16.4
M30_Max500_Err5%_both_Seed5%_CfgA,30,500,0.05,both,22,22,0.05,A,9.9511,53.8,48.6,18.6
M30_Max500_Err5%_both_Seed5%_CfgB,30,500,0.05,both,22,22,0.05,B,17.3533,56.6,45.1,15.1
M30_Max500_Err5%_both_Seed2%_CfgC,30,500,0.05,both,22,22,0.02,C,46.0477,51.7,47.2,17.2
M30_Max500_Err5%_both_Seed5%_CfgC,30,500,0.05,both,22,22,0.05,C,35.0511,36.7,49,19
M30_Max750_Clean_Seed0%_CfgA,30,750,0.0,none,0,0,0.0,A,12.5385,51.8,47,17
M30_Max750_Clean_Seed0%_CfgB,30,750,0.0,none,0,0,0.0,B,19.2094,54.1,30,0
M30_Max750_Clean_Seed2%_CfgA,30,750,0.0,none,0,0,0.02,A,8.4405,42.2,35,5
M30_Max750_Clean_Seed2%_CfgB,30,750,0.0,none,0,0,0.02,B,5.6085,25,30,0
M30_Max750_Clean_Seed0%_CfgC,30,750,0.0,none,0,0,0.0,C,70.4872,60.5,34.4,4.4
M30_Max750_Clean_Seed5%_CfgA,30,750,0.0,none,0,0,0.05,A,3.1495,25,30,0
M30_Max750_Clean_Seed5%_CfgB,30,750,0.0,none,0,0,0.05,B,5.6356,25,30,0
M30_Max750_Clean_Seed2%_CfgC,30,750,0.0,none,0,0,0.02,C,24.323,29,30,0
M30_Max750_Clean_Seed5%_CfgC,30,750,0.0,none,0,0,0.05,C,20.344,25,30,0
M30_Max750_Err2%_pos_Seed0%_CfgA,30,750,0.02,pos,9,0,0.0,A,14.827,56.7,50.3,20.3
M30_Max750_Err2%_pos_Seed0%_CfgB,30,750,0.02,pos,9,0,0.0,B,25.9044,58.3,46.6,16.6
M30_Max750_Err2%_pos_Seed2%_CfgA,30,750,0.02,pos,9,0,0.02,A,10.0297,45.5,44.6,14.6
M30_Max750_Err2%_pos_Seed2%_CfgB,30,750,0.02,pos,9,0,0.02,B,16.2306,50.1,34.7,4.7
M30_Max750_Err2%_pos_Seed0%_CfgC,30,750,0.02,pos,9,0,0.0,C,89.7855,68.1,45.1,15.1
M30_Max750_Err2%_pos_Seed5%_CfgA,30,750,0.02,pos,9,0,0.05,A,8.2906,45.1,40.5,10.5
M30_Max750_Err2%_pos_Seed5%_CfgB,30,750,0.02,pos,9,0,0.05,B,12.3684,38.9,36.6,6.6
M30_Max750_Err2%_pos_Seed2%_CfgC,30,750,0.02,pos,9,0,0.02,C,56.6824,50.7,41.6,11.6
M30_Max750_Err2%_neg_Seed0%_CfgA,30,750,0.02,neg,0,9,0.0,A,12.9341,58.7,43.4,13.4
M30_Max750_Err2%_neg_Seed0%_CfgB,30,750,0.02,neg,0,9,0.0,B,19.0016,51.5,38.3,8.3
M30_Max750_Err2%_pos_Seed5%_CfgC,30,750,0.02,pos,9,0,0.05,C,56.1343,48.3,41,11
M30_Max750_Err2%_neg_Seed2%_CfgA,30,750,0.02,neg,0,9,0.02,A,4.6441,28.6,34.7,4.7
M30_Max750_Err2%_neg_Seed2%_CfgB,30,750,0.02,neg,0,9,0.02,B,12.2815,39.2,33.7,3.7
M30_Max750_Err2%_neg_Seed5%_CfgA,30,750,0.02,neg,0,9,0.05,A,4.8973,34.8,30,0
M30_Max750_Err2%_neg_Seed0%_CfgC,30,750,0.02,neg,0,9,0.0,C,64.777,54,40,10
M30_Max750_Err2%_neg_Seed5%_CfgB,30,750,0.02,neg,0,9,0.05,B,8.0802,33,30,0
M30_Max750_Err2%_both_Seed0%_CfgA,30,750,0.02,both,9,9,0.0,A,12.2794,51.8,49.1,19.1
M30_Max750_Err2%_neg_Seed2%_CfgC,30,750,0.02,neg,0,9,0.02,C,29.4758,32.2,32.3,2.3
M30_Max750_Err2%_both_Seed0%_CfgB,30,750,0.02,both,9,9,0.0,B,24.9595,52.6,48.5,18.5
M30_Max750_Err2%_neg_Seed5%_CfgC,30,750,0.02,neg,0,9,0.05,C,36.6436,37,30.7,0.7
M30_Max750_Err2%_both_Seed2%_CfgA,30,750,0.02,both,9,9,0.02,A,11.1273,55,41.5,11.5
M30_Max750_Err2%_both_Seed2%_CfgB,30,750,0.02,both,9,9,0.02,B,18.8643,53.3,36.3,6.3
M30_Max750_Err2%_both_Seed0%_CfgC,30,750,0.02,both,9,9,0.0,C,88.2832,63.2,46.9,16.9
M30_Max750_Err2%_both_Seed5%_CfgA,30,750,0.02,both,9,9,0.05,A,13.6891,62.3,44.5,14.5
M30_Max750_Err2%_both_Seed5%_CfgB,30,750,0.02,both,9,9,0.05,B,14.3636,46.8,34.4,4.4
M30_Max750_Err2%_both_Seed2%_CfgC,30,750,0.02,both,9,9,0.02,C,85.2507,72.3,39.7,9.7
M30_Max750_Err5%_pos_Seed0%_CfgA,30,750,0.05,pos,22,0,0.0,A,14.8395,49,55.7,25.7
M30_Max750_Err5%_pos_Seed0%_CfgB,30,750,0.05,pos,22,0,0.0,B,36.1491,76.8,46.1,16.1
M30_Max750_Err2%_both_Seed5%_CfgC,30,750,0.02,both,9,9,0.05,C,56.3872,50.2,40,10
M30_Max750_Err5%_pos_Seed2%_CfgA,30,750,0.05,pos,22,0,0.02,A,14.7732,57.5,50.3,20.3
M30_Max750_Err5%_pos_Seed2%_CfgB,30,750,0.05,pos,22,0,0.02,B,24.0356,61.5,40,10
M30_Max750_Err5%_pos_Seed0%_CfgC,30,750,0.05,pos,22,0,0.0,C,79.913,50.4,53.3,23.3
M30_Max750_Err5%_pos_Seed5%_CfgA,30,750,0.05,pos,22,0,0.05,A,18.1877,77.9,44.3,14.3
M30_Max750_Err5%_pos_Seed5%_CfgB,30,750,0.05,pos,22,0,0.05,B,21.5112,61.1,38.2,8.2
M30_Max750_Err5%_pos_Seed2%_CfgC,30,750,0.05,pos,22,0,0.02,C,74.1065,52.2,49.5,19.5
M30_Max750_Err5%_neg_Seed0%_CfgA,30,750,0.05,neg,0,22,0.0,A,12.0024,58.9,39.9,9.9
M30_Max750_Err5%_neg_Seed0%_CfgB,30,750,0.05,neg,0,22,0.0,B,19.4508,50.8,36.9,6.9
M30_Max750_Err5%_pos_Seed5%_CfgC,30,750,0.05,pos,22,0,0.05,C,78.3799,56.8,49.1,19.1
M30_Max750_Err5%_neg_Seed2%_CfgA,30,750,0.05,neg,0,22,0.02,A,9.3813,45.4,41.1,11.1
M30_Max750_Err5%_neg_Seed2%_CfgB,30,750,0.05,neg,0,22,0.02,B,16.8425,49.1,37.4,7.4
