Scenario_Full_ID,M_Opt,Max_Value,Error_Rate,Error_Type,Pos_Errors,Neg_Errors,Seeded_Population_Rate,Config_ID,Avg_Time_Sec,Avg_Generations,Avg_Found_M,Avg_Distance_From_Opt
M50_Max500_Clean_Seed0%_CfgB,50,500,0.0,none,0,0,0.0,B,37.6438,40.4,71.4,21.4
M50_Max500_Clean_Seed2%_CfgA,50,500,0.0,none,0,0,0.02,A,17.1611,36.2,70.2,20.2
M50_Max500_Clean_Seed0%_CfgC,50,500,0.0,none,0,0,0.0,C,69.1854,28.1,73.2,23.2
M50_Max500_Clean_Seed2%_CfgB,50,500,0.0,none,0,0,0.02,B,28.1499,33.3,65.3,15.3
M50_Max500_Err2%_pos_Seed0%_CfgA,50,500,0.02,pos,24,0,0.0,A,18.0155,36.3,73.2,23.2
M50_Max500_Clean_Seed2%_CfgC,50,500,0.0,none,0,0,0.02,C,68.7812,32.2,60.1,10.1
M50_Max500_Err2%_pos_Seed0%_CfgB,50,500,0.02,pos,24,0,0.0,B,35.7641,36.3,73,23
M50_Max500_Err2%_pos_Seed2%_CfgA,50,500,0.02,pos,24,0,0.02,A,18.839,37.3,73.7,23.7
M50_Max500_Err2%_pos_Seed0%_CfgC,50,500,0.02,pos,24,0,0.0,C,84.6999,34.2,73.9,23.9
M50_Max500_Err2%_pos_Seed2%_CfgB,50,500,0.02,pos,24,0,0.02,B,40.1417,40.8,73.4,23.4
M50_Max500_Err2%_neg_Seed0%_CfgA,50,500,0.02,neg,0,24,0.0,A,17.4396,36.1,72.7,22.7
M50_Max500_Err2%_pos_Seed2%_CfgC,50,500,0.02,pos,24,0,0.02,C,74.2667,29.6,74.2,24.2
M50_Max500_Err2%_neg_Seed0%_CfgB,50,500,0.02,neg,0,24,0.0,B,34.5341,37.2,71.8,21.8
M50_Max500_Err2%_neg_Seed2%_CfgA,50,500,0.02,neg,0,24,0.02,A,16.263,35.5,68.2,18.2
M50_Max500_Err2%_neg_Seed0%_CfgC,50,500,0.02,neg,0,24,0.0,C,80.9655,34.8,71.7,21.7
M50_Max500_Err2%_neg_Seed2%_CfgB,50,500,0.02,neg,0,24,0.02,B,33.6812,37.8,69.9,19.9
M50_Max500_Err2%_both_Seed0%_CfgA,50,500,0.02,both,24,24,0.0,A,17.6696,36,73.1,23.1
M50_Max500_Err2%_neg_Seed2%_CfgC,50,500,0.02,neg,0,24,0.02,C,70.1736,31.1,67.1,17.1
M50_Max500_Err2%_both_Seed0%_CfgB,50,500,0.02,both,24,24,0.0,B,35.3364,37.2,72.4,22.4
M50_Max500_Err2%_both_Seed2%_CfgA,50,500,0.02,both,24,24,0.02,A,19.2429,38.9,73.7,23.7
M50_Max500_Err2%_both_Seed0%_CfgC,50,500,0.02,both,24,24,0.0,C,78.7505,32.4,73.3,23.3
M50_Max500_Err2%_both_Seed2%_CfgB,50,500,0.02,both,24,24,0.02,B,36.1668,38.3,72.6,22.6
M50_Max500_Err5%_pos_Seed0%_CfgA,50,500,0.05,pos,61,0,0.0,A,19.3937,37.5,74.7,24.7
M50_Max500_Err2%_both_Seed2%_CfgC,50,500,0.02,both,24,24,0.02,C,71.8293,30.1,72.6,22.6
M50_Max500_Err5%_pos_Seed0%_CfgB,50,500,0.05,pos,61,0,0.0,B,38.7051,38.9,74,24
M50_Max500_Err5%_pos_Seed2%_CfgA,50,500,0.05,pos,61,0,0.02,A,18.9211,37.6,74.4,24.4
M50_Max500_Err5%_pos_Seed0%_CfgC,50,500,0.05,pos,61,0,0.0,C,74.2813,29.5,74.6,24.6
M50_Max500_Err5%_pos_Seed2%_CfgB,50,500,0.05,pos,61,0,0.02,B,34.6602,34.2,74.7,24.7
M50_Max500_Err5%_neg_Seed0%_CfgA,50,500,0.05,neg,0,61,0.0,A,18.2017,39,71.2,21.2
M50_Max500_Err5%_pos_Seed2%_CfgC,50,500,0.05,pos,61,0,0.02,C,81.7525,32,74.8,24.8
M50_Max500_Err5%_neg_Seed0%_CfgB,50,500,0.05,neg,0,61,0.0,B,35.7808,40.2,70.8,20.8
M50_Max500_Err5%_neg_Seed2%_CfgA,50,500,0.05,neg,0,61,0.02,A,17.3737,37.9,70.9,20.9
M50_Max500_Err5%_neg_Seed0%_CfgC,50,500,0.05,neg,0,61,0.0,C,72.3219,31,72,22
M50_Max500_Err5%_neg_Seed2%_CfgB,50,500,0.05,neg,0,61,0.02,B,32.7047,36.7,70.8,20.8
M50_Max500_Err5%_both_Seed0%_CfgA,50,500,0.05,both,61,61,0.0,A,18.2256,36.7,73.3,23.3
M50_Max500_Err5%_neg_Seed2%_CfgC,50,500,0.05,neg,0,61,0.02,C,71.2637,32.8,69.5,19.5
M50_Max500_Err5%_both_Seed0%_CfgB,50,500,0.05,both,61,61,0.0,B,39.485,40.8,72.8,22.8
M50_Max500_Err5%_both_Seed2%_CfgA,50,500,0.05,both,61,61,0.02,A,20.2782,40.4,73.7,23.7
M50_Max500_Err5%_both_Seed0%_CfgC,50,500,0.05,both,61,61,0.0,C,73.8974,30.1,73.9,23.9
M50_Max500_Err5%_both_Seed2%_CfgB,50,500,0.05,both,61,61,0.02,B,33.9664,34.3,73.2,23.2
M50_Max750_Clean_Seed0%_CfgA,50,750,0.0,none,0,0,0.0,A,24.9854,31.5,81,31
M50_Max500_Err5%_both_Seed2%_CfgC,50,500,0.05,both,61,61,0.02,C,74.861,30.5,73.4,23.4
M50_Max750_Clean_Seed0%_CfgB,50,750,0.0,none,0,0,0.0,B,52.397,34,80.4,30.4
M50_Max750_Clean_Seed2%_CfgA,50,750,0.0,none,0,0,0.02,A,19.7857,27.8,69,19
M50_Max750_Clean_Seed0%_CfgC,50,750,0.0,none,0,0,0.0,C,108.2482,25.4,81.4,31.4
M50_Max750_Clean_Seed2%_CfgB,50,750,0.0,none,0,0,0.02,B,34.0097,27.7,62.1,12.1
M50_Max750_Err2%_pos_Seed0%_CfgA,50,750,0.02,pos,24,0,0.0,A,23.9716,28.7,82.6,32.6
M50_Max750_Clean_Seed2%_CfgC,50,750,0.0,none,0,0,0.02,C,96.7947,25.7,62.5,12.5
M50_Max750_Err2%_pos_Seed0%_CfgB,50,750,0.02,pos,24,0,0.0,B,55.9858,35.4,81.3,31.3
M50_Max750_Err2%_pos_Seed2%_CfgA,50,750,0.02,pos,24,0,0.02,A,22.9555,28.3,82.3,32.3
M50_Max750_Err2%_pos_Seed0%_CfgC,50,750,0.02,pos,24,0,0.0,C,117.2654,27.8,81.8,31.8
M50_Max750_Err2%_pos_Seed2%_CfgB,50,750,0.02,pos,24,0,0.02,B,61.8623,29.1,82.2,32.2
M50_Max750_Err2%_pos_Seed2%_CfgC,50,750,0.02,pos,24,0,0.02,C,123.0945,20.9,81.7,31.7
M50_Max750_Err2%_neg_Seed0%_CfgA,50,750,0.02,neg,0,24,0.0,A,35.0474,31.8,81.6,31.6
M50_Max750_Err2%_neg_Seed0%_CfgB,50,750,0.02,neg,0,24,0.0,B,75.9894,39,79.5,29.5
M50_Max750_Err2%_neg_Seed0%_CfgC,50,750,0.02,neg,0,24,0.0,C,121.487,24.7,80.5,30.5
M50_Max750_Err2%_neg_Seed2%_CfgA,50,750,0.02,neg,0,24,0.02,A,31.2407,34.5,77.7,27.7
M50_Max750_Err2%_neg_Seed2%_CfgB,50,750,0.02,neg,0,24,0.02,B,63.4707,35.8,72,22
M50_Max750_Err2%_neg_Seed2%_CfgC,50,750,0.02,neg,0,24,0.02,C,113.179,24.8,65.3,15.3
M50_Max750_Err2%_both_Seed0%_CfgA,50,750,0.02,both,24,24,0.0,A,31.7498,32.5,82,32
M50_Max750_Err2%_both_Seed0%_CfgB,50,750,0.02,both,24,24,0.0,B,71.9975,37.1,80.3,30.3
M50_Max750_Err2%_both_Seed0%_CfgC,50,750,0.02,both,24,24,0.0,C,122.6611,22.6,81.2,31.2
M50_Max750_Err2%_both_Seed2%_CfgA,50,750,0.02,both,24,24,0.02,A,40.1935,40,81.3,31.3
M50_Max750_Err2%_both_Seed2%_CfgB,50,750,0.02,both,24,24,0.02,B,61.1675,32.8,80.5,30.5
M50_Max750_Err2%_both_Seed2%_CfgC,50,750,0.02,both,24,24,0.02,C,122.1249,24.8,81.8,31.8
M50_Max750_Err5%_pos_Seed0%_CfgA,50,750,0.05,pos,61,0,0.0,A,37.3092,37.2,83.4,33.4
M50_Max750_Err5%_pos_Seed0%_CfgB,50,750,0.05,pos,61,0,0.0,B,64.3292,31.2,82.3,32.3
M50_Max750_Err5%_pos_Seed0%_CfgC,50,750,0.05,pos,61,0,0.0,C,123.4204,21.3,84.1,34.1
M50_Max750_Err5%_pos_Seed2%_CfgA,50,750,0.05,pos,61,0,0.02,A,33.5241,31.3,82.8,32.8
M50_Max750_Err5%_pos_Seed2%_CfgB,50,750,0.05,pos,61,0,0.02,B,89.6502,42.1,82.3,32.3
M50_Max750_Err5%_neg_Seed0%_CfgA,50,750,0.05,neg,0,61,0.0,A,35.6019,37,80.3,30.3
M50_Max750_Err5%_pos_Seed2%_CfgC,50,750,0.05,pos,61,0,0.02,C,122.8017,20.7,83.8,33.8
M50_Max750_Err5%_neg_Seed0%_CfgB,50,750,0.05,neg,0,61,0.0,B,76.2966,40.4,78.6,28.6
M50_Max750_Err5%_neg_Seed2%_CfgA,50,750,0.05,neg,0,61,0.02,A,26.0049,29,79.4,29.4
M50_Max750_Err5%_neg_Seed0%_CfgC,50,750,0.05,neg,0,61,0.0,C,120.978,23.2,79.9,29.9
M50_Max750_Err5%_neg_Seed2%_CfgB,50,750,0.05,neg,0,61,0.02,B,71.6307,40.5,75.2,25.2
M50_Max750_Err5%_both_Seed0%_CfgA,50,750,0.05,both,61,61,0.0,A,35.0819,35.5,82,32
M50_Max750_Err5%_neg_Seed2%_CfgC,50,750,0.05,neg,0,61,0.02,C,119.2865,24.3,77.3,27.3
M50_Max750_Err5%_both_Seed0%_CfgB,50,750,0.05,both,61,61,0.0,B,82.7768,39,81.7,31.7
M50_Max750_Err5%_both_Seed2%_CfgA,50,750,0.05,both,61,61,0.02,A,36.6292,33.9,81.6,31.6
M50_Max750_Err5%_both_Seed0%_CfgC,50,750,0.05,both,61,61,0.0,C,123.2606,21.8,82.1,32.1
M50_Max750_Err5%_both_Seed2%_CfgB,50,750,0.05,both,61,61,0.02,B,73.7842,38.4,81.4,31.4
M50_Max750_Err5%_both_Seed2%_CfgC,50,750,0.05,both,61,61,0.02,C,119.3935,25.8,82.6,32.6
M50_Max1000_Clean_Seed0%_CfgA,50,1000,0.0,none,0,0,0.0,A,38.3275,32.4,88.1,38.1
M50_Max1000_Clean_Seed0%_CfgB,50,1000,0.0,none,0,0,0.0,B,76.7563,32.9,88.3,38.3
M50_Max1000_Clean_Seed2%_CfgA,50,1000,0.0,none,0,0,0.02,A,26.3111,26.6,69.8,19.8
M50_Max1000_Clean_Seed0%_CfgC,50,1000,0.0,none,0,0,0.0,C,121.4529,19.1,87.5,37.5
M50_Max1000_Clean_Seed2%_CfgB,50,1000,0.0,none,0,0,0.02,B,50.1508,29.7,63.7,13.7
M50_Max1000_Clean_Seed2%_CfgC,50,1000,0.0,none,0,0,0.02,C,119.9226,23.4,53.8,3.8
M50_Max1000_Err2%_pos_Seed0%_CfgA,50,1000,0.02,pos,24,0,0.0,A,32.7056,27.8,88.7,38.7
M50_Max1000_Err2%_pos_Seed0%_CfgB,50,1000,0.02,pos,24,0,0.0,B,94.198,35.9,87.3,37.3
M50_Max1000_Err2%_pos_Seed0%_CfgC,50,1000,0.02,pos,24,0,0.0,C,123.2646,15.3,89.4,39.4
M50_Max1000_Err2%_pos_Seed2%_CfgA,50,1000,0.02,pos,24,0,0.02,A,46.4715,32.9,88.5,38.5
M50_Max1000_Err2%_pos_Seed2%_CfgB,50,1000,0.02,pos,24,0,0.02,B,83.1418,31.5,86.3,36.3
M50_Max1000_Err2%_neg_Seed0%_CfgA,50,1000,0.02,neg,0,24,0.0,A,43.8461,32.8,87.1,37.1
M50_Max1000_Err2%_pos_Seed2%_CfgC,50,1000,0.02,pos,24,0,0.02,C,123.6387,16.2,87.8,37.8
M50_Max1000_Err2%_neg_Seed0%_CfgB,50,1000,0.02,neg,0,24,0.0,B,88.4614,32.8,86.4,36.4
M50_Max1000_Err2%_neg_Seed2%_CfgA,50,1000,0.02,neg,0,24,0.02,A,37.5372,28.1,76.4,26.4
M50_Max1000_Err2%_neg_Seed0%_CfgC,50,1000,0.02,neg,0,24,0.0,C,123.5646,14.8,87.8,37.8
M50_Max1000_Err2%_neg_Seed2%_CfgB,50,1000,0.02,neg,0,24,0.02,B,88.5685,38.3,73.1,23.1
M50_Max1000_Err2%_neg_Seed2%_CfgC,50,1000,0.02,neg,0,24,0.02,C,123.0403,16.6,80,30
M50_Max1000_Err2%_both_Seed0%_CfgA,50,1000,0.02,both,24,24,0.0,A,49.5063,34.6,87.4,37.4
M50_Max1000_Err2%_both_Seed0%_CfgB,50,1000,0.02,both,24,24,0.0,B,84.6467,32,87.2,37.2
M50_Max1000_Err2%_both_Seed0%_CfgC,50,1000,0.02,both,24,24,0.0,C,125.1025,16,88.9,38.9
M50_Max1000_Err2%_both_Seed2%_CfgA,50,1000,0.02,both,24,24,0.02,A,48.0107,32.3,88.3,38.3
M50_Max1000_Err2%_both_Seed2%_CfgB,50,1000,0.02,both,24,24,0.02,B,94.465,31.3,87.7,37.7
M50_Max1000_Err2%_both_Seed2%_CfgC,50,1000,0.02,both,24,24,0.02,C,123.5957,15.4,88,38
M50_Max1000_Err5%_pos_Seed0%_CfgA,50,1000,0.05,pos,61,0,0.0,A,53.5464,35.6,89.9,39.9
M50_Max1000_Err5%_pos_Seed0%_CfgB,50,1000,0.05,pos,61,0,0.0,B,93.1066,35.3,89.5,39.5
M50_Max1000_Err5%_pos_Seed0%_CfgC,50,1000,0.05,pos,61,0,0.0,C,125.0749,15.2,90.6,40.6
M50_Max1000_Err5%_pos_Seed2%_CfgA,50,1000,0.05,pos,61,0,0.02,A,39.8471,27.8,90.6,40.6
M50_Max1000_Err5%_pos_Seed2%_CfgB,50,1000,0.05,pos,61,0,0.02,B,88.6526,28.9,89.8,39.8
M50_Max1000_Err5%_pos_Seed2%_CfgC,50,1000,0.05,pos,61,0,0.02,C,124.4972,13.9,91.1,41.1
M50_Max1000_Err5%_neg_Seed0%_CfgA,50,1000,0.05,neg,0,61,0.0,A,43.4502,31.3,87.2,37.2
M50_Max1000_Err5%_neg_Seed0%_CfgB,50,1000,0.05,neg,0,61,0.0,B,75.8065,28.5,85.9,35.9
M50_Max1000_Err5%_neg_Seed0%_CfgC,50,1000,0.05,neg,0,61,0.0,C,123.7144,17.1,86.7,36.7
M50_Max1000_Err5%_neg_Seed2%_CfgA,50,1000,0.05,neg,0,61,0.02,A,48.6388,39.4,84.8,34.8
M50_Max1000_Err5%_neg_Seed2%_CfgB,50,1000,0.05,neg,0,61,0.02,B,90.7195,38.7,80.6,30.6
M50_Max1000_Err5%_neg_Seed2%_CfgC,50,1000,0.05,neg,0,61,0.02,C,122.8586,15.9,85.9,35.9
M50_Max1000_Err5%_both_Seed0%_CfgA,50,1000,0.05,both,61,61,0.0,A,44.2434,29.7,90.3,40.3
M50_Max1000_Err5%_both_Seed0%_CfgB,50,1000,0.05,both,61,61,0.0,B,97.2096,33,89.2,39.2
M50_Max1000_Err5%_both_Seed0%_CfgC,50,1000,0.05,both,61,61,0.0,C,124.0434,15.7,89,39
M50_Max1000_Err5%_both_Seed2%_CfgA,50,1000,0.05,both,61,61,0.02,A,47.7563,36.3,89.7,39.7
M50_Max1000_Err5%_both_Seed2%_CfgB,50,1000,0.05,both,61,61,0.02,B,83.4027,32.6,88.5,38.5
M60_Max250_Clean_Seed0%_CfgA,60,250,0.0,none,0,0,0.0,A,15.9914,40.3,72,12
M50_Max1000_Err5%_both_Seed2%_CfgC,50,1000,0.05,both,61,61,0.02,C,124.0284,16.6,89.8,39.8
M60_Max250_Clean_Seed0%_CfgB,60,250,0.0,none,0,0,0.0,B,32.5785,47.6,70.6,10.6
M60_Max250_Clean_Seed2%_CfgA,60,250,0.0,none,0,0,0.02,A,18.1508,40.7,71.5,11.5
M60_Max250_Clean_Seed2%_CfgB,60,250,0.0,none,0,0,0.02,B,28.6363,33.9,71.3,11.3
M60_Max250_Clean_Seed0%_CfgC,60,250,0.0,none,0,0,0.0,C,70.7412,39.4,71.9,11.9
M60_Max250_Err2%_pos_Seed0%_CfgA,60,250,0.02,pos,35,0,0.0,A,17.6668,40.3,72.6,12.6
M60_Max250_Clean_Seed2%_CfgC,60,250,0.0,none,0,0,0.02,C,70.6213,36.8,71.5,11.5
M60_Max250_Err2%_pos_Seed0%_CfgB,60,250,0.02,pos,35,0,0.0,B,39.3122,44.5,72.2,12.2
M60_Max250_Err2%_pos_Seed2%_CfgA,60,250,0.02,pos,35,0,0.02,A,16.0772,35.9,72.7,12.7
M60_Max250_Err2%_pos_Seed0%_CfgC,60,250,0.02,pos,35,0,0.0,C,61.8359,33.3,72.4,12.4
M60_Max250_Err2%_pos_Seed2%_CfgB,60,250,0.02,pos,35,0,0.02,B,31.2919,42.3,71.8,11.8
M60_Max250_Err2%_neg_Seed0%_CfgA,60,250,0.02,neg,0,35,0.0,A,15.215,38.3,71.3,11.3
M60_Max250_Err2%_pos_Seed2%_CfgC,60,250,0.02,pos,35,0,0.02,C,59.3764,32.1,72.4,12.4
M60_Max250_Err2%_neg_Seed0%_CfgB,60,250,0.02,neg,0,35,0.0,B,38.3036,45.4,70.9,10.9
M60_Max250_Err2%_neg_Seed2%_CfgA,60,250,0.02,neg,0,35,0.02,A,14.8313,35.9,71.7,11.7
M60_Max250_Err2%_neg_Seed0%_CfgC,60,250,0.02,neg,0,35,0.0,C,72.9223,39.5,71.2,11.2
M60_Max250_Err2%_neg_Seed2%_CfgB,60,250,0.02,neg,0,35,0.02,B,32.8993,42.7,70.5,10.5
M60_Max250_Err2%_both_Seed0%_CfgA,60,250,0.02,both,35,35,0.0,A,17.2437,40,71.8,11.8
M60_Max250_Err2%_neg_Seed2%_CfgC,60,250,0.02,neg,0,35,0.02,C,67.8148,34.9,71.3,11.3
M60_Max250_Err2%_both_Seed0%_CfgB,60,250,0.02,both,35,35,0.0,B,32.9044,40.5,71.3,11.3
M60_Max250_Err2%_both_Seed2%_CfgA,60,250,0.02,both,35,35,0.02,A,19.081,42.2,71.8,11.8
M60_Max250_Err2%_both_Seed2%_CfgB,60,250,0.02,both,35,35,0.02,B,35.8343,40.2,71.6,11.6
M60_Max250_Err2%_both_Seed0%_CfgC,60,250,0.02,both,35,35,0.0,C,70.8862,36.9,71.9,11.9
M60_Max250_Err5%_pos_Seed0%_CfgA,60,250,0.05,pos,88,0,0.0,A,23.2184,45.2,73.4,13.4
M60_Max250_Err2%_both_Seed2%_CfgC,60,250,0.02,both,35,35,0.02,C,83.7011,38.1,71.9,11.9
M60_Max250_Err5%_pos_Seed0%_CfgB,60,250,0.05,pos,88,0,0.0,B,39.8425,43.9,73,13
M60_Max250_Err5%_pos_Seed2%_CfgA,60,250,0.05,pos,88,0,0.02,A,20.5289,43.1,73.7,13.7
M60_Max250_Err5%_pos_Seed2%_CfgB,60,250,0.05,pos,88,0,0.02,B,33.6566,38.1,73.2,13.2
M60_Max250_Err5%_pos_Seed0%_CfgC,60,250,0.05,pos,88,0,0.0,C,72.1446,35.6,73.8,13.8
M60_Max250_Err5%_neg_Seed0%_CfgA,60,250,0.05,neg,0,88,0.0,A,13.9232,34.2,70.7,10.7
M60_Max250_Err5%_pos_Seed2%_CfgC,60,250,0.05,pos,88,0,0.02,C,80.495,39.9,73.2,13.2
M60_Max250_Err5%_neg_Seed0%_CfgB,60,250,0.05,neg,0,88,0.0,B,37.7721,46.2,69.9,9.9
M60_Max250_Err5%_neg_Seed2%_CfgA,60,250,0.05,neg,0,88,0.02,A,18.8575,44.2,70.4,10.4
M60_Max250_Err5%_neg_Seed0%_CfgC,60,250,0.05,neg,0,88,0.0,C,77.3709,40.5,70.1,10.1
M60_Max250_Err5%_neg_Seed2%_CfgB,60,250,0.05,neg,0,88,0.02,B,32.6451,42.1,70.2,10.2
M60_Max250_Err5%_both_Seed0%_CfgA,60,250,0.05,both,88,88,0.0,A,17.7911,40.2,72.5,12.5
M60_Max250_Err5%_neg_Seed2%_CfgC,60,250,0.05,neg,0,88,0.02,C,60.809,34.7,70.8,10.8
M60_Max250_Err5%_both_Seed0%_CfgB,60,250,0.05,both,88,88,0.0,B,42.7627,46.4,72.1,12.1
M60_Max250_Err5%_both_Seed2%_CfgA,60,250,0.05,both,88,88,0.02,A,19.8823,42.9,72.7,12.7
M60_Max250_Err5%_both_Seed0%_CfgC,60,250,0.05,both,88,88,0.0,C,67.4444,33.6,72.4,12.4
M60_Max250_Err5%_both_Seed2%_CfgB,60,250,0.05,both,88,88,0.02,B,36.7553,43.4,72,12
M60_Max250_Err5%_both_Seed2%_CfgC,60,250,0.05,both,88,88,0.02,C,69.7966,37.6,72.6,12.6
M60_Max500_Clean_Seed0%_CfgA,60,500,0.0,none,0,0,0.0,A,30.4863,37.7,83.3,23.3
M60_Max500_Clean_Seed0%_CfgB,60,500,0.0,none,0,0,0.0,B,65.8724,42,81.9,21.9
